loss_domain_k,source_i,feature,Q_i,mbar_i,w_pQ,w_clr,mbar_clr_i
pubmed_abstracts,gutenberg_pg_19,pQ:gutenberg_pg_19,0.4994921312324439,0.02364262754500234,0.01484257910760568,0.01440150311957711,0.10217515160788634
pubmed_abstracts,pile_cc,pQ:pile_cc,0.6061136105391851,0.07117102505254637,-0.3162152250808697,0.012553408909722879,0.8062879751385065
pubmed_abstracts,ubuntu_irc,pQ:ubuntu_irc,0.6061136105391851,0.012362533461808227,-0.31407818911674806,0.024574111401794208,-0.3752296777092186
pubmed_abstracts,europarl,pQ:europarl,0.6061136105391851,0.007921340639839427,-1.9474571866472292,0.03910623636107694,-0.5876965044640093
pubmed_abstracts,hackernews,pQ:hackernews,0.6061136105391851,0.0071277504470613935,-0.7759393913753575,0.027125386470732822,-0.6557736934906878
pubmed_abstracts,pubmed_abstracts,pQ:pubmed_abstracts,0.7094894002981443,0.045952754911802916,-1.5351519526022872,-0.10819533336236635,0.16775474399575238
pubmed_abstracts,uspto_backgrounds,pQ:uspto_backgrounds,0.6061136105391851,0.04547854256135763,-0.7359963055591086,0.004206877421146802,0.36543386682024454
uspto_backgrounds,arxiv,pQ:arxiv,0.7094894002981443,0.08006470699430575,0.137960300363276,0.003531489346989395,0.7252982371825355
uspto_backgrounds,freelaw,pQ:freelaw,0.6061136105391851,0.05562685017565562,0.19590974293614735,0.004186681449106312,0.4823102453255607
uspto_backgrounds,nih_exporter,pQ:nih_exporter,0.6061136105391851,0.0036102893288422603,-5.330610402159464,0.0320114024528273,-0.9325742030583133
uspto_backgrounds,pubmed_central,pQ:pubmed_central,0.7094894002981443,0.0829569948648906,-0.13014095531506967,0.002971906770771578,0.8740553427997371
uspto_backgrounds,wikipedia_en,pQ:wikipedia_en,0.5956867175934197,0.04511656067394484,-0.12867434675117775,0.007995820588774039,0.3092621864252901
uspto_backgrounds,dm_mathematics,pQ:dm_mathematics,0.7094894002981443,0.018296517192373365,-0.08728108826804162,0.015346802072267294,-0.29411789192594523
uspto_backgrounds,github,pQ:github,0.4784535320008694,0.054002748429485485,0.8078321474126643,0.002782123709689058,0.6850049311505172
uspto_backgrounds,philpapers,pQ:philpapers,0.7094894002981443,0.0037764863724578344,-4.777184293067859,0.04004657587417037,-0.9928216038409553
uspto_backgrounds,stackexchange,pQ:stackexchange,0.6028669215424124,0.06063610151117127,0.2421744124499846,0.002503193204787697,0.6050487374391672
uspto_backgrounds,enron_emails,pQ:enron_emails,0.6061136105391851,0.0014033441253024396,-21.768783827547633,0.08338892287756301,-1.2844178433960665
uspto_backgrounds,gutenberg_pg_19,pQ:gutenberg_pg_19,0.4994921312324439,0.02364262754500234,-0.1694852988128722,0.01363568881699468,0.10217515160788634
uspto_backgrounds,pile_cc,pQ:pile_cc,0.6061136105391851,0.07117102505254637,-0.30426466380455114,0.007262986041633365,0.8062879751385065
uspto_backgrounds,ubuntu_irc,pQ:ubuntu_irc,0.6061136105391851,0.012362533461808227,-0.02998391343545637,0.013920614817152772,-0.3752296777092186
uspto_backgrounds,europarl,pQ:europarl,0.6061136105391851,0.007921340639839427,-1.337778831011665,0.023221495579411215,-0.5876965044640093
uspto_backgrounds,hackernews,pQ:hackernews,0.6061136105391851,0.0071277504470613935,-0.9800542504665966,0.01970960197228898,-0.6557736934906878
uspto_backgrounds,pubmed_abstracts,pQ:pubmed_abstracts,0.7094894002981443,0.045952754911802916,-0.2624944986705672,-0.0002354414616345999,0.16775474399575238
uspto_backgrounds,uspto_backgrounds,pQ:uspto_backgrounds,0.6061136105391851,0.04547854256135763,-0.9061809820674358,-0.11659869100561629,0.36543386682024454
